#Data tag : 23v1 , Norm tag: onlineresult
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 302565:6186 | 09/10/17 07:21:03 | 7    | 3    | 0.001658927    | 0.000152595   |
| 302572:6186 | 09/10/17 08:51:54 | 286  | 281  | 0.057762722    | 0.054759151   |
| 302573:6186 | 09/10/17 10:44:46 | 1249 | 1249 | 0.194821791    | 0.190510560   |
| 302596:6189 | 09/11/17 03:28:46 | 926  | 920  | 0.183218496    | 0.176235913   |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | 1054 | 0.149895986    | 0.146885588   |
| 302634:6191 | 09/12/17 01:21:56 | 582  | 582  | 0.125307636    | 0.118957170   |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | 1252 | 0.192439024    | 0.187201184   |
| 302651:6192 | 09/12/17 16:37:00 | 149  | 146  | 0.034687513    | 0.030699071   |
| 302654:6192 | 09/12/17 17:38:01 | 317  | 317  | 0.066887773    | 0.065259081   |
| 302661:6193 | 09/12/17 22:27:07 | 72   | 67   | 0.015713768    | 0.009745907   |
| 302663:6193 | 09/12/17 23:00:31 | 706  | 706  | 0.140462444    | 0.136817694   |
| 303825:6239 | 09/24/17 07:38:22 | 180  | 180  | 0.024091019    | 0.023642118   |
| 303832:6240 | 09/24/17 11:12:03 | 1857 | 1857 | 0.343152669    | 0.333128575   |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | 1963 | 0.407803050    | 0.394600217   |
| 303885:6243 | 09/25/17 19:09:19 | 1993 | 1993 | 0.431285033    | 0.415089201   |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | 1624 | 0.380302821    | 0.365100917   |
| 303998:6247 | 09/27/17 07:04:50 | 262  | 262  | 0.082854097    | 0.076324917   |
| 303999:6247 | 09/27/17 08:51:44 | 751  | 747  | 0.187257793    | 0.179139890   |
| 304000:6247 | 09/27/17 13:43:21 | 56   | 56   | 0.011194652    | 0.010978182   |
| 304062:6252 | 09/27/17 20:37:26 | 1961 | 1961 | 0.398651589    | 0.385649664   |
| 304119:6253 | 09/28/17 12:28:48 | 76   | 72   | 0.024585831    | 0.021058407   |
| 304120:6253 | 09/28/17 13:00:39 | 253  | 252  | 0.078129487    | 0.072556460   |
| 304125:6253 | 09/28/17 14:40:13 | 1769 | 1769 | 0.350612365    | 0.341363339   |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | 2580 | 0.561103811    | 0.538113232   |
| 304158:6258 | 09/30/17 06:34:03 | 1922 | 1922 | 0.386451399    | 0.374034612   |
| 304169:6259 | 09/30/17 22:12:02 | 1668 | 1666 | 0.352975090    | 0.341186944   |
| 304170:6259 | 10/01/17 09:08:29 | 620  | 620  | 0.078086474    | 0.076616636   |
| 304199:6261 | 10/01/17 18:52:33 | 9    | 5    | 0.002841294    | 0.000073134   |
| 304200:6261 | 10/01/17 18:55:58 | 321  | 321  | 0.093301389    | 0.088513008   |
| 304204:6262 | 10/01/17 23:41:29 | 553  | 553  | 0.163576508    | 0.153749807   |
| 304209:6263 | 10/02/17 05:33:50 | 405  | 405  | 0.126475794    | 0.116489186   |
| 304291:6266 | 10/02/17 17:40:13 | 30   | 22   | 0.008597476    | 0.003295950   |
| 304292:6266 | 10/02/17 17:51:42 | 1753 | 1753 | 0.370414675    | 0.349755155   |
| 304333:6268 | 10/03/17 11:50:17 | 1580 | 1580 | 0.384236529    | 0.368642836   |
| 304354:6269 | 10/04/17 03:18:00 | 214  | 214  | 0.072398513    | 0.068302119   |
| 304366:6271 | 10/04/17 09:20:22 | 1819 | 1819 | 0.438011146    | 0.421266148   |
| 304446:6272 | 10/05/17 00:46:48 | 55   | 55   | 0.019510223    | 0.016805408   |
| 304447:6272 | 10/05/17 01:17:37 | 1639 | 1639 | 0.388366725    | 0.370597664   |
| 304451:6272 | 10/05/17 12:14:42 | 60   | 54   | 0.008837438    | 0.007491896   |
| 304505:6275 | 10/05/17 18:53:16 | 27   | 26   | 0.009514917    | 0.007697022   |
| 304506:6275 | 10/05/17 19:04:51 | 370  | 370  | 0.124786139    | 0.119667654   |
| 304507:6275 | 10/05/17 21:32:17 | 239  | 235  | 0.070579548    | 0.050757205   |
| 304508:6275 | 10/05/17 23:07:04 | 1324 | 1324 | 0.257010037    | 0.250242942   |
| 304562:6276 | 10/06/17 12:30:34 | 794  | 794  | 0.236189513    | 0.222628269   |
| 304616:6278 | 10/06/17 22:15:31 | 942  | 942  | 0.268758288    | 0.254336130   |
| 304625:6279 | 10/07/17 07:35:53 | 464  | 462  | 0.155700259    | 0.136456546   |
| 304626:6279 | 10/07/17 10:38:45 | 8    | 8    | 0.002537142    | 0.002320793   |
| 304654:6283 | 10/08/17 01:25:39 | 652  | 645  | 0.207740365    | 0.173728955   |
| 304655:6283 | 10/08/17 05:39:52 | 1194 | 1194 | 0.240621135    | 0.231675322   |
| 304661:6284 | 10/08/17 15:49:50 | 145  | 142  | 0.050062281    | 0.046169438   |
| 304662:6284 | 10/08/17 17:02:50 | 150  | 147  | 0.048261324    | 0.043513090   |
| 304663:6284 | 10/08/17 18:01:29 | 689  | 689  | 0.186237112    | 0.177748160   |
| 304671:6285 | 10/09/17 00:42:58 | 1143 | 1139 | 0.326945768    | 0.309147958   |
| 304672:6285 | 10/09/17 08:09:11 | 60   | 60   | 0.012544671    | 0.012259802   |
| 304737:6287 | 10/09/17 19:53:10 | 81   | 75   | 0.027913301    | 0.024057201   |
| 304738:6287 | 10/09/17 20:24:43 | 1681 | 1677 | 0.428397727    | 0.410947325   |
| 304739:6287 | 10/10/17 07:20:19 | 14   | 11   | 0.002223154    | 0.001556964   |
| 304740:6287 | 10/10/17 07:25:28 | 278  | 278  | 0.041273743    | 0.040305673   |
| 304776:6288 | 10/10/17 12:08:19 | 50   | 41   | 0.017210523    | 0.009371901   |
| 304777:6288 | 10/10/17 12:27:42 | 504  | 497  | 0.166586999    | 0.156643338   |
| 304778:6288 | 10/10/17 15:47:08 | 1297 | 1297 | 0.275777917    | 0.268014647   |
| 304797:6291 | 10/11/17 07:04:10 | 2910 | 2910 | 0.583126433    | 0.560780324   |
| 305044:6297 | 10/13/17 21:00:46 | 222  | 218  | 0.072864407    | 0.067148492   |
| 305045:6297 | 10/13/17 23:11:08 | 873  | 873  | 0.212630786    | 0.203393847   |
| 305046:6297 | 10/14/17 04:51:46 | 683  | 683  | 0.112509685    | 0.109632630   |
| 305059:6298 | 10/14/17 11:45:00 | 512  | 510  | 0.173445279    | 0.157767770   |
| 305062:6298 | 10/14/17 15:13:19 | 8    | 5    | 0.002692292    | 0.001285533   |
| 305063:6298 | 10/14/17 15:18:16 | 35   | 35   | 0.011553612    | 0.009557455   |
| 305064:6298 | 10/14/17 15:34:28 | 2045 | 2045 | 0.394616723    | 0.382796930   |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | 1056 | 0.334341839    | 0.315495276   |
| 305112:6303 | 10/15/17 23:07:00 | 1460 | 1455 | 0.420892135    | 0.401511839   |
| 305113:6303 | 10/16/17 08:40:47 | 64   | 59   | 0.012441502    | 0.011034037   |
| 305114:6303 | 10/16/17 09:05:23 | 526  | 526  | 0.088074043    | 0.085938141   |
| 305178:6304 | 10/16/17 17:19:51 | 55   | 52   | 0.019152902    | 0.016737920   |
| 305179:6304 | 10/16/17 17:41:43 | 21   | 17   | 0.007311734    | 0.003830089   |
| 305180:6304 | 10/16/17 17:50:43 | 9    | 5    | 0.003101766    | 0.000524752   |
| 305181:6304 | 10/16/17 17:55:04 | 8    | 7    | 0.002811640    | 0.000582039   |
| 305182:6304 | 10/16/17 18:00:34 | 8    | 5    | 0.002770668    | 0.000921171   |
| 305183:6304 | 10/16/17 18:04:57 | 236  | 232  | 0.081920688    | 0.077210884   |
| 305184:6304 | 10/16/17 19:50:15 | 8    | 8    | 0.002743658    | 0.000102205   |
| 305186:6304 | 10/16/17 19:58:50 | 415  | 415  | 0.127615911    | 0.122134820   |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | 1002 | 0.205788927    | 0.199602544   |
| 305202:6305 | 10/17/17 08:18:29 | 653  | 648  | 0.221707979    | 0.207519442   |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | 1229 | 0.264274376    | 0.255979371   |
| 305207:6306 | 10/17/17 23:34:04 | 1026 | 1026 | 0.331349093    | 0.318040107   |
| 305208:6306 | 10/18/17 06:15:42 | 372  | 372  | 0.087023947    | 0.083462031   |
| 305234:6307 | 10/18/17 11:00:16 | 48   | 46   | 0.016734193    | 0.012615360   |
| 305236:6307 | 10/18/17 11:28:43 | 23   | 23   | 0.007990448    | 0.006485735   |
| 305237:6307 | 10/18/17 11:42:19 | 1146 | 1146 | 0.354009512    | 0.338056113   |
| 305247:6308 | 10/18/17 23:58:29 | 377  | 375  | 0.131232224    | 0.122246969   |
| 305248:6308 | 10/19/17 02:26:30 | 957  | 952  | 0.273314179    | 0.258320295   |
| 305252:6308 | 10/19/17 09:09:00 | 548  | 548  | 0.098171553    | 0.095834371   |
| 305282:6309 | 10/19/17 15:28:20 | 133  | 133  | 0.046341133    | 0.044298363   |
| 305310:6311 | 10/19/17 20:28:02 | 394  | 389  | 0.137001254    | 0.127248258   |
| 305311:6311 | 10/19/17 23:03:24 | 153  | 153  | 0.050730523    | 0.047335563   |
| 305312:6311 | 10/20/17 00:05:09 | 227  | 227  | 0.072394415    | 0.068260628   |
| 305313:6311 | 10/20/17 01:35:48 | 741  | 739  | 0.179339556    | 0.170873738   |
| 305314:6311 | 10/20/17 06:25:45 | 404  | 404  | 0.070701599    | 0.068933365   |
| 305336:6312 | 10/20/17 12:11:10 | 206  | 206  | 0.071008089    | 0.066097103   |
| 305338:6312 | 10/20/17 13:32:39 | 107  | 103  | 0.036677096    | 0.033082679   |
| 305341:6312 | 10/20/17 14:14:05 | 503  | 500  | 0.160247722    | 0.151793671   |
| 305349:6312 | 10/20/17 17:29:36 | 34   | 30   | 0.009382732    | 0.003874135   |
| 305350:6312 | 10/20/17 17:43:03 | 21   | 15   | 0.005695755    | 0.003816139   |
| 305351:6312 | 10/20/17 17:51:39 | 868  | 868  | 0.186117757    | 0.179397622   |
| 305358:6313 | 10/21/17 02:01:06 | 162  | 158  | 0.056481857    | 0.049518890   |
| 305364:6314 | 10/21/17 05:43:22 | 98   | 94   | 0.033861942    | 0.030430052   |
| 305365:6314 | 10/21/17 06:21:13 | 825  | 825  | 0.261607859    | 0.249011028   |
| 305366:6314 | 10/21/17 11:46:55 | 1239 | 1239 | 0.241096046    | 0.233878482   |
| 305376:6315 | 10/22/17 00:11:10 | 98   | 98   | 0.034134518    | 0.032591502   |
| 305377:6315 | 10/22/17 01:10:11 | 1514 | 1514 | 0.417638019    | 0.399198775   |
| 305405:6317 | 10/22/17 18:15:50 | 496  | 494  | 0.169644789    | 0.159168445   |
| 305406:6317 | 10/22/17 21:45:01 | 1458 | 1458 | 0.329375347    | 0.317190206   |
| 305440:6318 | 10/23/17 10:50:34 | 272  | 266  | 0.094237502    | 0.083032558   |
| 305441:6318 | 10/23/17 12:36:14 | 121  | 121  | 0.038023779    | 0.036553370   |
| 305516:6323 | 10/23/17 23:42:59 | 555  | 552  | 0.187021790    | 0.170496550   |
| 305517:6323 | 10/24/17 03:42:15 | 163  | 163  | 0.049730972    | 0.033958410   |
| 305518:6323 | 10/24/17 04:49:00 | 1134 | 1134 | 0.244009352    | 0.234914929   |
| 305586:6324 | 10/24/17 17:46:57 | 531  | 531  | 0.180538492    | 0.170692640   |
| 305589:6324 | 10/24/17 22:47:21 | 691  | 691  | 0.170780616    | 0.163352272   |
| 305590:6324 | 10/25/17 03:17:27 | 1004 | 1004 | 0.157260180    | 0.153195523   |
| 305636:6325 | 10/25/17 13:27:51 | 2326 | 2326 | 0.550037492    | 0.526497245   |
| 305766:6337 | 10/27/17 04:37:33 | 848  | 847  | 0.276741250    | 0.263624729   |
| 305809:6341 | 10/27/17 23:20:39 | 142  | 142  | 0.048771075    | 0.045867782   |
| 305814:6343 | 10/28/17 06:17:09 | 1823 | 1823 | 0.469765141    | 0.447547551   |
| 305821:6344 | 10/28/17 20:29:23 | 772  | 772  | 0.254702799    | 0.240083951   |
| 305832:6346 | 10/29/17 11:22:51 | 180  | 180  | 0.062604557    | 0.057877729   |
| 305840:6346 | 10/29/17 15:39:02 | 1144 | 1141 | 0.263620698    | 0.252272329   |
| 305842:6346 | 10/29/17 23:07:27 | 862  | 862  | 0.118945539    | 0.115950149   |
| 305862:6347 | 10/30/17 11:28:43 | 625  | 625  | 0.212244107    | 0.201772116   |
| 305898:6348 | 10/30/17 20:22:12 | 711  | 711  | 0.240634279    | 0.230261384   |
| 305902:6349 | 10/31/17 04:27:06 | 469  | 469  | 0.161180925    | 0.153845664   |
| 305967:6351 | 10/31/17 16:08:27 | 32   | 32   | 0.011072746    | 0.010514039   |
| 306029:6355 | 11/01/17 18:28:41 | 34   | 32   | 0.011818381    | 0.009124799   |
| 306030:6355 | 11/01/17 18:41:57 | 110  | 110  | 0.038199724    | 0.034817163   |
| 306036:6356 | 11/01/17 22:43:48 | 4    | 4    | 0.001391147    | 0.000052804   |
| 306037:6356 | 11/01/17 22:46:27 | 49   | 44   | 0.017054952    | 0.012151272   |
| 306038:6356 | 11/01/17 23:06:47 | 139  | 138  | 0.048341437    | 0.043986947   |
| 306041:6356 | 11/02/17 00:07:18 | 320  | 320  | 0.107197828    | 0.099671681   |
| 306042:6356 | 11/02/17 02:14:23 | 371  | 365  | 0.107531441    | 0.100134274   |
| 306048:6356 | 11/02/17 04:39:07 | 140  | 136  | 0.035502874    | 0.032080060   |
| 306049:6356 | 11/02/17 05:33:34 | 358  | 358  | 0.079150645    | 0.075552897   |
| 306051:6356 | 11/02/17 08:00:13 | 415  | 415  | 0.073133196    | 0.071118973   |
| 306091:6358 | 11/02/17 18:43:56 | 208  | 198  | 0.068473546    | 0.060483466   |
| 306092:6358 | 11/02/17 20:04:27 | 972  | 972  | 0.235522252    | 0.220566156   |
| 306095:6358 | 11/03/17 02:42:56 | 300  | 300  | 0.050761711    | 0.049437659   |
| 306121:6360 | 11/03/17 13:15:57 | 96   | 91   | 0.033365501    | 0.028549505   |
| 306122:6360 | 11/03/17 13:53:18 | 127  | 127  | 0.044182252    | 0.040472336   |
| 306125:6360 | 11/03/17 14:46:12 | 2970 | 2964 | 0.583432146    | 0.562534243   |
| 306126:6360 | 11/04/17 10:14:24 | 497  | 497  | 0.032056567    | 0.031412515   |
| 306134:6362 | 11/04/17 17:39:47 | 32   | 24   | 0.011137778    | 0.006979045   |
| 306135:6362 | 11/04/17 17:52:02 | 1095 | 1095 | 0.348542083    | 0.328858937   |
| 306138:6362 | 11/05/17 01:32:22 | 1298 | 1298 | 0.219359533    | 0.212678948   |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | 1112 | 0.104594905    | 0.102618813   |
| 306153:6364 | 11/06/17 02:35:57 | 88   | 83   | 0.030583774    | 0.026342840   |
| 306154:6364 | 11/06/17 03:10:20 | 1215 | 1213 | 0.362304736    | 0.334421406   |
| 306155:6364 | 11/06/17 11:12:06 | 1440 | 1440 | 0.227023398    | 0.221027971   |
| 306169:6364 | 11/06/17 21:43:35 | 745  | 735  | 0.069859128    | 0.067015520   |
| 306170:6364 | 11/07/17 02:33:05 | 22   | 15   | 0.001797020    | 0.001148805   |
| 306171:6364 | 11/07/17 02:41:36 | 503  | 503  | 0.036816214    | 0.036193995   |
| 306418:6370 | 11/09/17 02:11:32 | 74   | 66   | 0.025659378    | 0.020702565   |
| 306419:6370 | 11/09/17 02:41:06 | 62   | 58   | 0.021445736    | 0.018345830   |
| 306420:6370 | 11/09/17 03:06:38 | 108  | 108  | 0.037138460    | 0.034098677   |
| 306422:6370 | 11/09/17 04:30:38 | 118  | 115  | 0.037628284    | 0.034603436   |
| 306423:6370 | 11/09/17 05:16:29 | 333  | 323  | 0.093321736    | 0.085775173   |
| 306432:6370 | 11/09/17 08:44:07 | 339  | 339  | 0.034774833    | 0.033790252   |
| 306454:6371 | 11/09/17 14:18:50 | 89   | 85   | 0.030786983    | 0.026780735   |
| 306455:6371 | 11/09/17 14:53:14 | 11   | 6    | 0.003839473    | 0.001595970   |
| 306456:6371 | 11/09/17 14:58:09 | 786  | 783  | 0.248073226    | 0.236590833   |
| 306457:6371 | 11/09/17 20:03:48 | 31   | 28   | 0.007997523    | 0.006712545   |
| 306458:6371 | 11/09/17 20:15:40 | 225  | 221  | 0.054509367    | 0.051560805   |
| 306459:6371 | 11/09/17 22:00:11 | 2273 | 2272 | 0.317312097    | 0.309932037   |
| 306460:6371 | 11/10/17 12:48:14 | 73   | 64   | 0.004324309    | 0.004048497   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 175   | 457  | 206285 | 205292 | 44.423667259      | 41.809458718     |
+-------+------+--------+--------+-------------------+------------------+
#Check JSON:
#(run,ls) in json but not in results: [(305178, 75), (306459, 2273)]
