#Data tag : 23v1 , Norm tag: onlineresult
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 279966:5275 | 09/03/16 09:20:25 | 363  | 363  | 0.095862776    | 0.091937407   |
| 279975:5276 | 09/03/16 14:45:09 | 1024 | 1024 | 0.244951346    | 0.235979324   |
| 279993:5277 | 09/04/16 00:23:27 | 79   | 78   | 0.021285003    | 0.018070219   |
| 279994:5277 | 09/04/16 00:56:49 | 59   | 54   | 0.016294682    | 0.012319839   |
| 280013:5277 | 09/04/16 03:35:47 | 34   | 32   | 0.007844504    | 0.005543784   |
| 280015:5277 | 09/04/16 03:55:20 | 576  | 572  | 0.118118311    | 0.112956554   |
| 280016:5277 | 09/04/16 07:42:18 | 163  | 155  | 0.029349472    | 0.025939262   |
| 280017:5277 | 09/04/16 08:45:47 | 613  | 613  | 0.098810272    | 0.095246177   |
| 280018:5277 | 09/04/16 12:47:05 | 1282 | 1282 | 0.157985788    | 0.153748414   |
| 280020:5277 | 09/04/16 21:15:15 | 47   | 45   | 0.004811236    | 0.004440468   |
| 280024:5277 | 09/04/16 21:47:41 | 427  | 427  | 0.040981718    | 0.040237257   |
| 280187:5279 | 09/05/16 20:24:23 | 67   | 60   | 0.017271962    | 0.013111561   |
| 280188:5279 | 09/05/16 20:50:26 | 253  | 250  | 0.065492485    | 0.060953406   |
| 280191:5279 | 09/05/16 22:40:17 | 908  | 906  | 0.184559805    | 0.176084783   |
| 280194:5279 | 09/06/16 05:36:21 | 238  | 238  | 0.036909244    | 0.035807646   |
| 280242:5282 | 09/06/16 15:43:40 | 637  | 628  | 0.154381609    | 0.145781748   |
| 280249:5282 | 09/06/16 19:52:07 | 1437 | 1435 | 0.241305318    | 0.232824413   |
| 280251:5282 | 09/07/16 05:14:58 | 371  | 371  | 0.046750270    | 0.045538350   |
| 280327:5287 | 09/08/16 08:23:14 | 50   | 44   | 0.012019645    | 0.008775982   |
| 280330:5287 | 09/08/16 08:46:53 | 870  | 862  | 0.196575690    | 0.186895903   |
| 280349:5287 | 09/08/16 14:27:23 | 635  | 625  | 0.109997412    | 0.104169379   |
| 280363:5287 | 09/08/16 18:47:24 | 367  | 360  | 0.052596501    | 0.049786727   |
| 280364:5287 | 09/08/16 21:09:58 | 1351 | 1351 | 0.159519342    | 0.153699081   |
| 280383:5288 | 09/09/16 08:41:14 | 10   | 9    | 0.002755304    | 0.000250570   |
| 280384:5288 | 09/09/16 08:48:51 | 47   | 40   | 0.011928792    | 0.007847284   |
| 280385:5288 | 09/09/16 09:11:36 | 2019 | 2019 | 0.380385874    | 0.365360782   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 112   | 307  | 186437 | 185751 | 28.221042091      | 26.806010842     |
+-------+------+--------+--------+-------------------+------------------+
#Check JSON:
#(run,ls) in json but not in results: [(273158, 10)]
