#Data tag : 23v1 , Norm tag: onlineresult
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 321165:7047 | 08/12/18 15:19:23 | 8    | 2    | 0.003261564    | 0.000378670   |
| 321166:7047 | 08/12/18 15:42:33 | 10   | 10   | 0.004063785    | 0.003431178   |
| 321167:7047 | 08/12/18 15:51:01 | 918  | 918  | 0.287865026    | 0.279072978   |
| 321177:7048 | 08/13/18 03:40:21 | 411  | 411  | 0.158705441    | 0.154227249   |
| 321178:7048 | 08/13/18 06:57:22 | 74   | 74   | 0.024020625    | 0.023448872   |
| 321218:7052 | 08/13/18 12:13:50 | 914  | 914  | 0.301581691    | 0.287475504   |
| 321219:7052 | 08/13/18 18:10:45 | 934  | 930  | 0.190802083    | 0.185067093   |
| 321221:7052 | 08/14/18 00:13:22 | 40   | 40   | 0.006179472    | 0.006044237   |
| 321230:7053 | 08/14/18 03:33:42 | 84   | 81   | 0.033916611    | 0.022964314   |
| 321231:7053 | 08/14/18 04:09:25 | 59   | 59   | 0.025072371    | 0.014734895   |
| 321232:7053 | 08/14/18 04:36:11 | 30   | 24   | 0.012312392    | 0.006136259   |
| 321233:7053 | 08/14/18 04:47:56 | 727  | 727  | 0.243071660    | 0.235861700   |
| 321262:7054 | 08/14/18 12:50:08 | 4    | 4    | 0.001770378    | 0.001706996   |
| 321283:7055 | 08/14/18 15:05:57 | 310  | 310  | 0.126886410    | 0.121601435   |
| 321294:7055 | 08/14/18 17:35:53 | 62   | 62   | 0.022427819    | 0.020944746   |
| 321295:7055 | 08/14/18 18:01:35 | 739  | 734  | 0.213520566    | 0.205055754   |
| 321296:7055 | 08/14/18 22:55:45 | 56   | 56   | 0.012638089    | 0.012109955   |
| 321305:7056 | 08/15/18 02:02:22 | 2628 | 2628 | 0.633563417    | 0.612921672   |
| 321311:7056 | 08/15/18 20:48:30 | 10   | 10   | 0.000964247    | 0.000481348   |
| 321312:7056 | 08/15/18 20:55:17 | 768  | 761  | 0.063510452    | 0.061707617   |
| 321313:7056 | 08/16/18 01:55:17 | 408  | 408  | 0.027610761    | 0.027228401   |
| 321393:7058 | 08/17/18 05:32:38 | 142  | 138  | 0.054158851    | 0.050416479   |
| 321396:7058 | 08/17/18 06:29:54 | 1475 | 1469 | 0.385981081    | 0.371469455   |
| 321397:7058 | 08/17/18 16:06:24 | 365  | 365  | 0.054836376    | 0.053392331   |
| 321414:7061 | 08/17/18 21:14:10 | 1253 | 1243 | 0.403975580    | 0.386986530   |
| 321415:7061 | 08/18/18 05:21:20 | 804  | 804  | 0.149207195    | 0.145094145   |
| 321431:7063 | 08/18/18 13:51:46 | 160  | 153  | 0.062605755    | 0.056702084   |
| 321432:7063 | 08/18/18 14:54:30 | 47   | 47   | 0.018451716    | 0.016837423   |
| 321433:7063 | 08/18/18 15:15:09 | 125  | 125  | 0.046304438    | 0.043373857   |
| 321434:7063 | 08/18/18 16:07:00 | 642  | 642  | 0.190810420    | 0.183920401   |
| 321436:7063 | 08/18/18 20:20:53 | 710  | 710  | 0.144875335    | 0.141166210   |
| 321457:7065 | 08/19/18 07:38:11 | 1845 | 1844 | 0.510477330    | 0.491018219   |
| 321461:7065 | 08/19/18 19:38:11 | 149  | 149  | 0.022039926    | 0.021472456   |
| 321475:7069 | 08/20/18 01:30:44 | 2028 | 2028 | 0.496986006    | 0.479924045   |
| 321710:7078 | 08/23/18 13:20:10 | 57   | 52   | 0.020172127    | 0.017456361   |
| 321712:7078 | 08/23/18 13:42:16 | 247  | 247  | 0.089176172    | 0.085619575   |
| 321730:7080 | 08/23/18 21:10:56 | 289  | 286  | 0.114959996    | 0.103993861   |
| 321732:7080 | 08/23/18 23:11:05 | 1412 | 1407 | 0.365044749    | 0.350440744   |
| 321735:7080 | 08/24/18 08:33:28 | 146  | 146  | 0.024833442    | 0.024135787   |
| 321755:7083 | 08/24/18 13:48:51 | 693  | 686  | 0.226704261    | 0.216619059   |
| 321758:7083 | 08/24/18 18:21:07 | 157  | 152  | 0.040515000    | 0.038142503   |
| 321760:7083 | 08/24/18 19:44:52 | 805  | 805  | 0.153555949    | 0.149011329   |
| 321773:7087 | 08/25/18 12:11:59 | 55   | 55   | 0.022408981    | 0.021327355   |
| 321774:7087 | 08/25/18 12:43:49 | 117  | 117  | 0.046509476    | 0.044312738   |
| 321775:7087 | 08/25/18 13:36:11 | 13   | 13   | 0.005029773    | 0.004874281   |
| 321776:7087 | 08/25/18 13:57:38 | 33   | 30   | 0.012247041    | 0.010430379   |
| 321777:7087 | 08/25/18 14:14:59 | 187  | 187  | 0.064918724    | 0.059502458   |
| 321778:7087 | 08/25/18 16:07:28 | 143  | 136  | 0.042527563    | 0.036611336   |
| 321780:7087 | 08/25/18 17:04:58 | 481  | 481  | 0.118933355    | 0.115624789   |
| 321781:7087 | 08/25/18 20:38:11 | 380  | 380  | 0.071907956    | 0.069298281   |
| 321813:7090 | 08/26/18 09:20:16 | 321  | 321  | 0.126780669    | 0.121876334   |
| 321815:7090 | 08/26/18 12:01:18 | 23   | 23   | 0.007890225    | 0.005184170   |
| 321817:7090 | 08/26/18 12:20:00 | 536  | 536  | 0.155989518    | 0.150826736   |
| 321818:7090 | 08/26/18 15:50:07 | 690  | 690  | 0.145495678    | 0.140524591   |
| 321820:7090 | 08/26/18 20:26:16 | 214  | 214  | 0.033537747    | 0.032710765   |
| 321831:7091 | 08/27/18 00:10:23 | 757  | 752  | 0.264161375    | 0.251446017   |
| 321832:7091 | 08/27/18 05:06:22 | 497  | 494  | 0.122944445    | 0.117854023   |
| 321833:7091 | 08/27/18 08:27:01 | 407  | 398  | 0.079882062    | 0.075563622   |
| 321834:7091 | 08/27/18 11:05:29 | 333  | 333  | 0.052607939    | 0.050820984   |
| 321879:7092 | 08/27/18 17:57:43 | 274  | 265  | 0.100277412    | 0.091325990   |
| 321880:7092 | 08/27/18 20:01:46 | 130  | 130  | 0.043312535    | 0.041925637   |
| 321887:7095 | 08/28/18 01:04:05 | 895  | 895  | 0.291686680    | 0.280682819   |
| 321908:7097 | 08/28/18 13:40:10 | 430  | 426  | 0.159146152    | 0.147203195   |
| 321909:7097 | 08/28/18 16:31:34 | 1653 | 1653 | 0.357251606    | 0.346091865   |
| 321917:7098 | 08/29/18 05:24:25 | 798  | 798  | 0.275369443    | 0.264750148   |
| 321919:7098 | 08/29/18 10:38:54 | 6    | 6    | 0.001665460    | 0.001513779   |
| 321933:7099 | 08/29/18 14:09:14 | 282  | 282  | 0.106240563    | 0.102323316   |
| 321960:7101 | 08/29/18 21:26:50 | 30   | 24   | 0.010684732    | 0.007355296   |
| 321961:7101 | 08/29/18 21:43:01 | 354  | 354  | 0.140027698    | 0.133797262   |
| 321973:7105 | 08/30/18 09:44:31 | 1213 | 1208 | 0.379564747    | 0.363601485   |
| 321975:7105 | 08/30/18 17:37:20 | 866  | 866  | 0.153503033    | 0.148420905   |
| 321988:7108 | 08/31/18 03:56:30 | 1333 | 1329 | 0.406286703    | 0.389359593   |
| 321990:7108 | 08/31/18 13:16:38 | 471  | 471  | 0.084821633    | 0.082490254   |
| 322013:7109 | 08/31/18 18:44:39 | 9    | 9    | 0.002397312    | 0.001150619   |
| 322014:7109 | 08/31/18 18:52:10 | 17   | 17   | 0.007192376    | 0.006768404   |
| 322022:7110 | 08/31/18 21:02:56 | 1749 | 1749 | 0.476837059    | 0.459714210   |
| 322040:7112 | 09/01/18 11:09:07 | 39   | 39   | 0.014660030    | 0.013917818   |
| 322057:7114 | 09/01/18 20:28:33 | 21   | 21   | 0.009034517    | 0.008373671   |
| 322068:7117 | 09/02/18 02:40:57 | 674  | 674  | 0.246848690    | 0.235579882   |
| 322079:7118 | 09/02/18 11:24:27 | 360  | 360  | 0.148491435    | 0.141873030   |
| 322106:7120 | 09/02/18 21:40:44 | 824  | 824  | 0.296443123    | 0.285261221   |
| 322113:7122 | 09/03/18 06:37:14 | 112  | 108  | 0.045606877    | 0.041216710   |
| 322118:7122 | 09/03/18 07:20:37 | 861  | 861  | 0.282448456    | 0.271591015   |
| 322179:7123 | 09/03/18 16:39:52 | 1739 | 1739 | 0.494430506    | 0.476025164   |
| 322201:7124 | 09/04/18 05:55:40 | 228  | 222  | 0.094044232    | 0.085310006   |
| 322204:7124 | 09/04/18 07:24:58 | 1136 | 1136 | 0.329866037    | 0.315312511   |
| 322222:7124 | 09/04/18 14:53:46 | 526  | 526  | 0.097884466    | 0.094268539   |
| 322252:7125 | 09/04/18 20:29:21 | 1545 | 1545 | 0.444978551    | 0.426006514   |
| 322317:7127 | 09/05/18 12:01:44 | 54   | 54   | 0.020491134    | 0.019448858   |
| 322319:7127 | 09/05/18 12:25:29 | 163  | 161  | 0.065283419    | 0.056140152   |
| 322322:7127 | 09/05/18 13:29:28 | 1109 | 1107 | 0.308069872    | 0.296413039   |
| 322324:7127 | 09/05/18 21:27:54 | 416  | 416  | 0.072522696    | 0.070429246   |
| 322332:7128 | 09/06/18 02:11:57 | 1019 | 1019 | 0.330707971    | 0.317796054   |
| 322348:7131 | 09/06/18 13:43:40 | 1466 | 1466 | 0.435104411    | 0.418982827   |
| 322355:7132 | 09/07/18 01:05:42 | 102  | 99   | 0.037586859    | 0.034204780   |
| 322356:7132 | 09/07/18 01:45:20 | 779  | 779  | 0.245338279    | 0.237241591   |
| 322381:7133 | 09/07/18 11:10:33 | 533  | 533  | 0.188111154    | 0.180649144   |
| 322407:7135 | 09/07/18 17:47:22 | 537  | 537  | 0.180519247    | 0.171842581   |
| 322430:7137 | 09/08/18 01:19:20 | 749  | 739  | 0.250263340    | 0.238015408   |
| 322431:7137 | 09/08/18 06:12:25 | 1161 | 1161 | 0.239178513    | 0.231029724   |
| 322480:7139 | 09/08/18 17:33:14 | 349  | 341  | 0.121828498    | 0.110456305   |
| 322492:7139 | 09/08/18 20:56:03 | 1386 | 1386 | 0.302004469    | 0.291635890   |
| 322510:7142 | 09/09/18 08:32:39 | 9    | 9    | 0.002524189    | 0.002274797   |
| 322599:7144 | 09/09/18 15:58:48 | 252  | 252  | 0.101509197    | 0.095229385   |
| 322602:7144 | 09/09/18 17:40:02 | 70   | 69   | 0.026432378    | 0.024341643   |
| 322603:7144 | 09/09/18 18:08:10 | 10   | 10   | 0.003680422    | 0.002722811   |
| 322605:7144 | 09/09/18 18:13:24 | 280  | 280  | 0.094462986    | 0.090586745   |
| 322617:7144 | 09/09/18 21:12:33 | 601  | 601  | 0.143606924    | 0.138494345   |
| 322625:7145 | 09/10/18 03:32:11 | 1120 | 1120 | 0.351998397    | 0.339264377   |
| 322633:7145 | 09/10/18 10:51:35 | 249  | 249  | 0.053374730    | 0.051675063   |
| 323414:7213 | 09/24/18 01:51:16 | 46   | 40   | 0.008669688    | 0.006606247   |
| 323423:7213 | 09/24/18 05:01:48 | 136  | 136  | 0.023663463    | 0.022322506   |
| 323470:7217 | 09/24/18 13:47:52 | 222  | 221  | 0.085181882    | 0.080615260   |
| 323471:7217 | 09/24/18 15:18:19 | 238  | 232  | 0.083020936    | 0.076014614   |
| 323472:7217 | 09/24/18 16:50:41 | 64   | 64   | 0.020498576    | 0.019449958   |
| 323473:7217 | 09/24/18 17:40:43 | 227  | 227  | 0.064482248    | 0.055012687   |
| 323474:7217 | 09/24/18 19:42:21 | 355  | 352  | 0.081862654    | 0.078647039   |
| 323475:7217 | 09/24/18 22:00:43 | 77   | 77   | 0.014986741    | 0.014362115   |
| 323487:7218 | 09/25/18 03:28:20 | 451  | 451  | 0.161987043    | 0.155031413   |
| 323488:7218 | 09/25/18 06:30:08 | 750  | 745  | 0.195973385    | 0.187839780   |
| 323492:7218 | 09/25/18 11:45:44 | 33   | 30   | 0.007186028    | 0.005872906   |
| 323493:7218 | 09/25/18 11:58:38 | 144  | 140  | 0.029383254    | 0.027662899   |
| 323495:7218 | 09/25/18 12:54:32 | 187  | 187  | 0.033984377    | 0.032731089   |
| 323524:7221 | 09/25/18 22:36:21 | 537  | 531  | 0.182750093    | 0.174028360   |
| 323525:7221 | 09/26/18 02:05:25 | 1121 | 1117 | 0.254902902    | 0.245019432   |
| 323526:7221 | 09/26/18 09:22:44 | 462  | 462  | 0.067391424    | 0.065821898   |
| 323693:7234 | 09/29/18 01:47:31 | 114  | 114  | 0.043120275    | 0.040298299   |
| 323696:7234 | 09/29/18 02:33:10 | 257  | 257  | 0.093759864    | 0.089437037   |
| 323702:7234 | 09/29/18 08:56:35 | 808  | 808  | 0.151954073    | 0.147687161   |
| 323725:7236 | 09/29/18 18:38:40 | 329  | 329  | 0.126046641    | 0.119285200   |
| 323726:7236 | 09/29/18 20:49:58 | 60   | 53   | 0.020998587    | 0.014727822   |
| 323727:7236 | 09/29/18 21:13:06 | 971  | 971  | 0.258198050    | 0.249073474   |
| 323755:7239 | 09/30/18 11:17:44 | 929  | 929  | 0.310308049    | 0.298798985   |
| 323775:7240 | 09/30/18 19:49:19 | 132  | 129  | 0.050566199    | 0.047045680   |
| 323778:7240 | 09/30/18 20:41:27 | 934  | 934  | 0.285213390    | 0.273153102   |
| 323790:7242 | 10/01/18 07:35:03 | 904  | 900  | 0.293453007    | 0.278895668   |
| 323794:7242 | 10/01/18 13:29:18 | 68   | 68   | 0.016928694    | 0.016210291   |
| 323841:7245 | 10/01/18 23:32:03 | 465  | 464  | 0.164222623    | 0.156123002   |
| 323857:7245 | 10/02/18 02:35:31 | 357  | 357  | 0.099735484    | 0.096330020   |
| 323940:7252 | 10/03/18 01:12:48 | 1519 | 1519 | 0.453662535    | 0.432540674   |
| 323954:7252 | 10/03/18 11:06:38 | 77   | 77   | 0.015863668    | 0.015305863   |
| 323976:7253 | 10/03/18 14:01:35 | 55   | 47   | 0.020368218    | 0.014472730   |
| 323978:7253 | 10/03/18 14:23:02 | 73   | 68   | 0.029210508    | 0.022059076   |
| 323980:7253 | 10/03/18 14:51:36 | 202  | 199  | 0.074459520    | 0.068147677   |
| 323983:7253 | 10/03/18 16:11:59 | 188  | 187  | 0.061387827    | 0.057193013   |
| 323997:7253 | 10/03/18 17:30:40 | 498  | 498  | 0.135657427    | 0.129818219   |
| 324021:7256 | 10/04/18 01:48:39 | 776  | 772  | 0.270736476    | 0.253917183   |
| 324022:7256 | 10/04/18 06:50:16 | 554  | 554  | 0.133039237    | 0.128942225   |
| 324077:7259 | 10/04/18 22:20:57 | 699  | 699  | 0.253826364    | 0.244056337   |
| 324201:7264 | 10/06/18 23:58:20 | 1364 | 1355 | 0.382402075    | 0.365777310   |
| 324202:7264 | 10/07/18 08:48:52 | 240  | 238  | 0.040918523    | 0.039720395   |
| 324205:7264 | 10/07/18 10:31:04 | 163  | 160  | 0.024425859    | 0.023268074   |
| 324206:7264 | 10/07/18 11:38:15 | 149  | 141  | 0.020414673    | 0.017763257   |
| 324207:7264 | 10/07/18 12:44:25 | 34   | 33   | 0.004384293    | 0.004107698   |
| 324209:7264 | 10/07/18 13:02:20 | 142  | 142  | 0.016629691    | 0.016313374   |
| 324237:7265 | 10/07/18 21:29:59 | 204  | 204  | 0.079127091    | 0.075436218   |
| 324245:7266 | 10/08/18 01:31:07 | 1659 | 1659 | 0.437340043    | 0.420600298   |
| 324293:7270 | 10/08/18 23:08:15 | 2302 | 2302 | 0.535581714    | 0.517703142   |
| 324315:7271 | 10/09/18 16:26:19 | 202  | 202  | 0.075680582    | 0.070782053   |
| 324318:7271 | 10/09/18 17:53:42 | 332  | 332  | 0.105247476    | 0.100491000   |
| 324420:7274 | 10/11/18 00:24:58 | 625  | 625  | 0.210915480    | 0.200993691   |
| 324729:7308 | 10/16/18 09:28:04 | 193  | 193  | 0.015637081    | 0.015108589   |
| 324747:7309 | 10/16/18 12:56:26 | 1077 | 1073 | 0.325781305    | 0.309935594   |
| 324764:7309 | 10/16/18 19:54:47 | 150  | 147  | 0.032962861    | 0.030332915   |
| 324765:7309 | 10/16/18 20:52:50 | 481  | 478  | 0.091830394    | 0.088506010   |
| 324769:7309 | 10/16/18 23:59:46 | 328  | 328  | 0.048543518    | 0.047309398   |
| 324772:7309 | 10/17/18 02:48:01 | 165  | 165  | 0.019428902    | 0.019017504   |
| 324785:7310 | 10/17/18 06:16:28 | 588  | 583  | 0.195969077    | 0.186703453   |
| 324791:7310 | 10/17/18 10:04:48 | 1217 | 1217 | 0.255084022    | 0.247106159   |
| 324835:7314 | 10/17/18 22:30:15 | 259  | 257  | 0.096982856    | 0.086170235   |
| 324840:7314 | 10/18/18 00:41:16 | 96   | 93   | 0.032412611    | 0.027863782   |
| 324841:7314 | 10/18/18 01:18:35 | 1347 | 1347 | 0.315172145    | 0.303482772   |
| 324846:7314 | 10/18/18 10:06:07 | 515  | 515  | 0.071531841    | 0.069424339   |
| 324878:7315 | 10/18/18 16:07:08 | 1734 | 1734 | 0.421140774    | 0.406151152   |
| 324897:7317 | 10/19/18 06:41:04 | 141  | 141  | 0.053537476    | 0.050505272   |
| 324970:7320 | 10/19/18 15:42:39 | 2183 | 2183 | 0.501963004    | 0.483315589   |
| 324980:7321 | 10/20/18 08:16:24 | 2263 | 2263 | 0.539562481    | 0.517498325   |
| 324997:7324 | 10/21/18 04:34:59 | 122  | 116  | 0.045237985    | 0.038685484   |
| 324998:7324 | 10/21/18 05:23:15 | 368  | 362  | 0.123825350    | 0.114705388   |
| 324999:7324 | 10/21/18 07:47:05 | 14   | 14   | 0.004216488    | 0.003889737   |
| 325000:7324 | 10/21/18 08:03:56 | 371  | 371  | 0.098830549    | 0.095257460   |
| 325001:7324 | 10/21/18 10:29:40 | 592  | 592  | 0.124453696    | 0.120174825   |
| 325022:7328 | 10/21/18 21:10:37 | 1550 | 1550 | 0.450339406    | 0.435841684   |
| 325057:7331 | 10/22/18 14:07:34 | 342  | 342  | 0.127066027    | 0.120534376   |
| 325097:7333 | 10/22/18 21:19:16 | 57   | 57   | 0.021661156    | 0.017780422   |
| 325098:7333 | 10/22/18 21:46:04 | 8    | 8    | 0.003182245    | 0.002004861   |
| 325099:7333 | 10/22/18 21:50:54 | 394  | 388  | 0.148457684    | 0.139686032   |
| 325100:7333 | 10/23/18 00:24:31 | 254  | 254  | 0.079331102    | 0.074834224   |
| 325101:7333 | 10/23/18 02:07:46 | 484  | 482  | 0.124030332    | 0.119056396   |
| 325110:7333 | 10/23/18 05:48:35 | 21   | 16   | 0.004561290    | 0.003279274   |
| 325117:7333 | 10/23/18 07:38:22 | 533  | 533  | 0.089249807    | 0.086453391   |
| 325159:7334 | 10/23/18 14:38:01 | 219  | 213  | 0.069173897    | 0.061672074   |
| 325168:7334 | 10/23/18 16:09:34 | 21   | 18   | 0.006472030    | 0.004304504   |
| 325169:7334 | 10/23/18 16:19:30 | 23   | 23   | 0.006994447    | 0.005586930   |
| 325170:7334 | 10/23/18 16:31:19 | 1204 | 1203 | 0.274747318    | 0.265163660   |
| 325172:7334 | 10/24/18 00:22:14 | 484  | 475  | 0.072194848    | 0.068876201   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 196   | 478  | 234526 | 234124 | 61.433596300      | 58.970066885     |
+-------+------+--------+--------+-------------------+------------------+
#Check JSON:
#(run,ls) in json but not in results: [(316241, 43)]
Traceback (most recent call last):
  File "/uscms/home/kmhuang/.local/bin/brilcalc", line 7, in <module>
    from brilws.cli.brilcalc_main import brilcalc_main
  File "/uscms/home/kmhuang/.local/lib/python2.7/site-packages/brilws/cli/__init__.py", line 1, in <module>
    from brilws.cli.brilcalc_main import brilcalc_main
  File "/uscms/home/kmhuang/.local/lib/python2.7/site-packages/brilws/cli/brilcalc_main.py", line 11, in <module>
    import pandas as pd
  File "/cvmfs/cms-bril.cern.ch/releases/brilconda-1.1.7-cc7-gcc485/bin/../lib/python2.7/site-packages/pandas/__init__.py", line 43, in <module>
    from pandas.io.api import *
  File "/cvmfs/cms-bril.cern.ch/releases/brilconda-1.1.7-cc7-gcc485/bin/../lib/python2.7/site-packages/pandas/io/api.py", line 15, in <module>
    from pandas.io.stata import read_stata
  File "/cvmfs/cms-bril.cern.ch/releases/brilconda-1.1.7-cc7-gcc485/bin/../lib/python2.7/site-packages/pandas/io/stata.py", line 11, in <module>
    """
KeyboardInterrupt
Traceback (most recent call last):
  File "lumi_tri_calculator.py", line 25, in <module>
    for trigger in triggers:
NameError: name 'triggers' is not defined
Traceback (most recent call last):
  File "lumi_tri_calculator.py", line 25, in <module>
    for trigger in triggers:
NameError: name 'triggers' is not defined
